,Country,GMI_CNTRY,Year,Total population (millions),Continent,Sub-Continent,Military expenditure (Current USD - $ millions),Military expenditure per capita,Military expenditure (Constant USD 2022 - $ millions),Percentage change in military expenditure,Military expenditure as a share of GDP,Military expendenture as a share of government spending,Total of armed forces personnel,Armed forces personnel (% of total labour force)
4585,Mauritania,MRT,2016,4.05189,Africa,Sub-Saharan Africa,136.0648759693798,33.58059472724575,163.85418835445003,10.459894335523522,2.1454878007674525,10.297373238537189,20850.0,2.191850521
4586,Mauritius,MUS,2016,1.263747,Africa,Sub-Saharan Africa,21.999438028168242,17.408103068231412,22.454880676317245,29.28691220393165,0.17470175595371074,0.728947221238278,2550.0,0.422561118
4587,Moldova,MDA,2016,2.803186,Europe,Eastern Europe,27.431006079722557,9.785653210212436,46.84425624139977,18.620675656316934,0.3441912820763521,1.1299913284056655,7550.0,0.473230806
4588,Morocco,MAR,2016,35.107264,Africa,North Africa,3327.031889648557,94.76762101565525,3599.711150905004,0.6093407972760811,2.982118329557532,10.444783017841253,245800.0,2.083713751
4589,Namibia,NAM,2016,2.323352,Africa,Sub-Saharan Africa,425.38844960711117,183.09255317623467,493.67727226988677,-11.251279943343684,3.971044924792122,9.508734171449394,15900.0,1.776411269
4590,Nepal,NPL,2016,27.861186,Asia,South Asia,356.4952786405869,12.795409306717485,408.998630984681,6.239239523505913,1.4865921718739576,7.749282679774907,158600.0,2.127122244
4591,Nicaragua,NIC,2016,6.389235,Americas,Central America and the Caribbean,85.07359844390895,13.315146248949826,93.65947023312447,-12.838699381915164,0.6398766758172315,2.392009594777924,12000.0,0.421703831
4592,Niger,NER,2016,20.921743,Africa,Sub-Saharan Africa,166.19229232836253,7.943520400205783,181.67316201292874,35.48982631184057,1.599646243159146,8.298355936055762,10700.0,0.136587485
4593,Paraguay,PRY,2016,6.266615,Americas,South America,343.2323405624826,54.77156974897654,350.91102655191565,-7.068486569913079,0.9509533016285678,4.887614502057792,25450.0,0.831382552
4594,Portugal,PRT,2016,10.325452,Europe,Western Europe,3178.346408515348,307.81668526620894,3390.2461607899995,19.82587243135676,1.5411029613837723,3.437141216991963,74500.0,1.436184169
4596,Romania,ROM,2016,19.702267,Europe,Central Europe,2644.159836085372,134.2058675829219,3094.1982510622133,5.509170801736096,1.4277045414778884,4.48779835416745,149200.0,1.673535978
4597,Rwanda,RWA,2016,11.930899,Africa,Sub-Saharan Africa,107.27861868518903,8.991662630384267,117.67105706010108,6.140920551645834,1.240506791295458,4.936705550034001,35000.0,0.819526459
4599,Sierra Leone,SLE,2016,7.493913,Africa,Sub-Saharan Africa,37.41473216954801,4.992683017476719,50.47635363910792,22.695381263527302,1.116382357507042,4.781441001061582,8500.0,0.349238045
4600,Slovenia,SVN,2016,2.065042,Europe,Central Europe,449.17753909570104,217.51496535939754,496.67226008202033,12.456143288209587,1.0042870781766595,2.1755008034279593,13200.0,1.327782131
4602,Sri Lanka,LKA,2016,21.425494,Asia,South Asia,1741.4566499742639,81.2796498402447,1517.3779205106134,-12.74040540014385,1.9793553328458902,10.866638387577767,305200.0,3.524082171
4603,Switzerland,CHE,2016,8.373338,Europe,Western Europe,4571.348246673114,545.9409672311226,4936.271997656279,4.014465730022532,0.6647504754125171,2.0497004598861883,20950.0,0.428683532
4605,Tunisia,TUN,2016,11.685667,Africa,North Africa,987.7347052158003,84.52531680183941,1004.5272700721113,6.4779486233037975,2.224984729702013,8.176005553198875,47800.0,1.148328485
4606,Uganda,UGA,2016,38.748299,Africa,Sub-Saharan Africa,318.55167928480245,8.221049375220378,370.9861230318541,3.8232849489879372,1.0432584327861123,6.934086691368184,46400.0,0.327609464
4608,Uruguay,URY,2016,3.413766,Americas,South America,988.2236296287391,289.48194739438475,1149.470220132913,2.453803374433572,1.724565114622735,5.788200803306543,25450.0,1.460241832
4610,Zimbabwe,ZWE,2016,14.452704,Africa,Sub-Saharan Africa,358.065,24.77494868780264,195.09817048131796,-3.428684991038944,1.741984918511311,7.3630475015422565,50800.0,0.927031828
4611,Brazil,BRA,2017,208.50496,Americas,South America,29261.833096669317,140.34118467334935,23687.18894887282,6.518539064906426,1.4140216679758602,2.928240573320713,730000.0,0.697124042
4612,Norway,NOR,2017,5.276968,Europe,Western Europe,6853.260032985157,1298.7116906877504,6862.6188267011985,10.365794336941958,1.7051532859499088,3.4638872757282146,23000.0,0.833065907
4613,Ukraine,UKR,2017,44.831135,Europe,Eastern Europe,3647.5651955403505,81.36232097492848,4790.980795480173,-3.4488357708012174,3.241492915478793,7.783361277199988,297000.0,1.391426303
4614,Croatia,HRV,2017,4.124531,Europe,Central Europe,911.3635214684042,220.96173394463617,994.2936392599242,6.243930908100159,1.6367667979534963,3.714393577361951,18000.0,0.986450554
4617,Estonia,EST,2017,1.317384,Europe,Central Europe,537.440226919815,407.9601899824311,663.0174847522804,2.92718030517638,2.0097665085997196,5.122446797133995,6000.0,0.857022874
4618,Ethiopia,ETH,2017,108.19795,Africa,Sub-Saharan Africa,513.8274523733917,4.748957372791182,642.2538823145217,4.319152936870152,0.6753107157169325,3.7544970848576407,138000.0,0.270180877
4619,El Salvador,SLV,2017,6.266654,Americas,Central America and the Caribbean,260.9,41.63306287533985,291.6652051042105,4.315524622891287,1.0444694007919846,3.7620764239365534,42000.0,1.563012282
4620,Finland,FIN,2017,5.508214,Europe,Western Europe,3431.090216953642,622.9043056340299,3606.1064394021164,-1.71260434331314,1.3512976080529915,2.519547503110298,25000.0,0.920382835
4621,India,IND,2017,1354.19568,Asia,South Asia,64559.43528069269,47.67363848088239,69133.65013475643,7.044411408673934,2.5315113605679054,9.389757131493585,3031000.0,0.594249382
4622,Guinea-Bissau,GNB,2017,1.879826,Africa,Sub-Saharan Africa,19.021935352021526,10.118987263726284,20.386468649762715,17.71921039569304,1.3085654903679091,7.22637371169038,4000.0,0.656293941
4623,Argentina,ARG,2017,44.044811,Americas,South America,5459.6436724540135,123.95656942321794,5191.860536661791,8.419218685390417,0.8477548112594397,2.061588086612952,105000.0,0.536242046
4624,Australia,AUS,2017,24.592588,Oceania,Oceania,27691.11241685154,1125.994239274514,28690.275929692052,-0.17885700368071022,2.0042329645233297,5.452954203393873,58000.0,0.445885595
4625,Bangladesh,BGD,2017,161.793964,Asia,South Asia,3266.033239356584,20.18637258529981,3757.2703844608413,-2.5655089435973943,1.127581253250969,9.215898981303383,221000.0,0.329041706
4626,Bulgaria,BGR,2017,7.075947,Europe,Central Europe,720.0379708542399,101.75853081633312,866.5261815204778,3.6804039486160622,1.2222085479863471,3.8159815130138655,31000.0,0.921452971
4627,Egypt,EGY,2017,101.789386,Africa,Middle East,2765.5884340120665,27.169713294194217,4040.78907559876,-15.619717284011314,1.4220317002881844,4.417631312724375,836000.0,2.747411107
4628,Burundi,BDI,2017,11.155593,Africa,Sub-Saharan Africa,63.908678432008834,5.728846367199739,71.78151831829788,-13.832128062624916,2.002709902593733,8.312272046249074,31000.0,0.66739779
4629,United Kingdom,GBR,2017,66.058859,Europe,Western Europe,52075.008432054296,788.3122600112468,58219.58413848647,0.18269934735066773,1.950028859793266,4.9928504948096935,148000.0,0.433651814
4630,United States,USA,2017,325.122128,Americas,North America,646752.927,1989.2614845335906,772175.8554791391,-1.0303451310896605,3.2977235714528828,9.367406742764281,1359000.0,0.82880243
4632,Singapore,SGP,2017,5.612253,Asia,South East Asia,10178.706550011824,1813.6578215579063,11186.449465539072,2.6622689107240527,2.9718748081625352,21.556647080425996,81000.0,2.331486757
4633,Slovakia,SVK,2017,5.439232,Europe,Central Europe,1049.0743469102863,192.871778021288,1227.2866614402778,1.752166966166313,1.1042888369850825,2.796052631578948,16000.0,0.580731896
4634,Iran,IRN,2017,84.505076,Asia,Middle East,13931.196489797547,164.85632756306316,7546.687368147703,12.513320845383591,2.8443384495596025,16.04870972510355,563000.0,2.003501822
4635,"Korea, Republic of",KOR,2017,51.361911,Asia,East Asia,39170.68213562155,762.6406684054562,37973.84370837212,1.8395166900014859,2.4214890007518663,12.330711915937107,634000.0,2.236355787
4636,Equatorial Guinea,GNQ,2017,1.450694,Africa,Sub-Saharan Africa,136.21036138833068,93.89324102004329,144.31462791404826,-3.8489181685281704,1.128937094010338,5.625105497102346,1000.0,0.202460707
4637,Madagascar,MDG,2017,26.169542,Africa,Sub-Saharan Africa,66.90609018516719,2.5566397067693116,68.84177597911876,1.411453360818915,0.5062222897675628,3.38782788414991,22000.0,0.165151898
4638,Malaysia,MYS,2017,31.975806,Asia,South East Asia,3494.83225687397,109.29614274223361,3651.4804494174723,-15.969743276899118,1.1003346072361304,4.991752038849715,136000.0,0.868538742
4639,Togo,TGO,2017,7.852795,Africa,Sub-Saharan Africa,88.41411492217038,11.258935821216571,96.7586541406609,7.767637294564622,1.8745422881595621,8.6023198011599,10000.0,0.372395235
4640,Mongolia,MNG,2017,3.09603,Asia,East Asia,87.51174349620146,28.26579312739265,119.67681636636145,-0.9988081843141705,0.7621538169759962,2.3686334945450955,18000.0,1.403537226
4641,Angola,AGO,2017,30.208628,Africa,Sub-Saharan Africa,3062.8729139838,101.3906660700976,2882.802334849828,-13.480139271237368,2.5079828055057916,10.414083681545346,117000.0,0.942359039
4642,Myanmar (Burma),MMR,2017,52.288341,Asia,South East Asia,2221.9610602285816,42.49438818930173,3464.454522822447,-5.09762500319092,3.6419489378599907,17.537441619837345,513000.0,2.137110423
4643,Iraq,IRQ,2017,39.621162,Asia,Middle East,7416.385135135135,187.18242375463737,6746.047201902048,24.205300527921956,3.8623442559107066,11.012865022985169,209000.0,2.085696374
4644,Bolivia,BOL,2017,11.435533,Americas,South America,574.1261133739499,50.205452896157084,622.5306522020962,7.895582719866989,1.5364273527365502,3.9806324450164436,71000.0,1.337987268
4645,Byelarus,BLR,2017,9.458989,Europe,Eastern Europe,748.8319716804455,79.16617427934904,749.1175048998707,-5.393316796048397,1.3720044407375256,35.14193673400184,155000.0,3.027522327
4646,Netherlands,NLD,2017,17.131296,Europe,Western Europe,9580.685498216302,559.2504792524923,10722.749530124913,2.1856013330726176,1.156803667567121,2.724514214607064,41000.0,0.445918028
4647,Guinea,GIN,2017,12.240789,Africa,Sub-Saharan Africa,181.63777587054466,14.838731054880911,310.95016187407583,4.807863618969477,1.7963005631800744,10.174823134037213,13000.0,0.342530271
4649,Afghanistan,AFG,2017,35.643418,Asia,South Asia,191.40711324439658,5.370054949398978,174.27268504815157,-1.6742102876764253,0.9452267999395159,3.6525920897361805,323000.0,3.490158887
4650,Cameroon,CMR,2017,24.393181,Africa,Sub-Saharan Africa,408.1575751355605,16.73244564272124,440.9775994877639,3.2071216408606995,1.1383738218818737,5.920565524633769,24000.0,0.240106775
4651,Canada,CAN,2017,36.545236,Americas,North America,22269.696323322853,609.3734440057482,25786.084995166322,20.796367080710997,1.3518964646570817,3.341695486746612,72000.0,0.357409052
4652,Congo,COG,2017,5.31234,Africa,Sub-Saharan Africa,371.9370550768078,70.01378960623902,386.2580761053139,-26.95599142401447,3.178134692699006,11.94800505506409,12000.0,0.574175866
4653,Czech Republic,CZE,2017,10.594438,Europe,Central Europe,2077.72206082334,196.11441973829477,2711.794303264398,-0.12611580510133447,0.9566554217263518,2.454218264505539,23000.0,0.427028847
4654,Denmark,DNK,2017,5.76498,Europe,Western Europe,3764.0333435635516,652.9135128939826,3948.5999515751014,2.016997667219078,1.1382332544704572,2.251720747295969,15000.0,0.505652521
4655,Oman,OMN,2017,4.541854,Asia,Middle East,6802.665799739922,1497.7728918058401,7109.447393567016,-15.628003625683263,8.413249952121545,21.338105726872246,47000.0,1.889736679
4656,Sudan,SDN,2017,40.679828,Africa,Sub-Saharan Africa,4382.998816697173,107.74378929766304,4232.395432896008,29.811002786036923,3.2858039010388933,25.645473758365622,124000.0,1.072711871
4657,Azerbaijan,AZE,2017,9.854033,Europe,Eastern Europe,1528.8595922938523,155.15064667368705,2034.9865501052059,4.965375561188745,3.7563017324966093,10.559952038369305,82000.0,1.693683675
4658,Bahrain,BHR,2017,1.456834,Asia,Middle East,1532.7127659574471,1052.0847028264354,1590.0937626505054,0.412776336994658,4.320737741790374,13.427306616961793,19000.0,2.26980856
4659,Sweden,SWE,2017,10.057698,Europe,Western Europe,5526.592999002661,549.4888590811397,5403.183110488189,-0.004818886975976877,1.0231792045740045,2.120985308222555,30000.0,0.55489133
4660,Ivory Coast,CIV,2017,24.848016,Africa,Sub-Saharan Africa,501.5787322456487,20.18586643881945,526.0584975399579,-18.155008917881233,0.9831978023041887,5.333713644101561,27000.0,0.294835562
4661,Lebanon,LBN,2017,6.109252,Asia,Middle East,2441.074857018222,399.57016947708524,1715.3842731433929,-9.135072772719399,4.505139800651368,15.057807466031099,80000.0,3.703482523
4662,Gabon,GAB,2017,2.140215,Africa,Sub-Saharan Africa,267.4307708028203,124.95509600802737,288.58991051177753,27.159819231606754,1.8113827695781455,10.000063682504507,7000.0,1.063991488
4663,Hungary,HUN,2017,9.787966,Europe,Central Europe,1702.6356369015582,173.95193617361954,1665.1856421567238,26.24375475808407,1.1935528970936726,2.5548171272729654,40000.0,0.853188997
4665,Ireland,IRL,2017,4.807388,Europe,Western Europe,1025.0634474195053,213.22669346004633,1071.9344398106914,0.5299174080899638,0.3060346274220366,1.172845845743042,9000.0,0.382303104
4667,Ecuador,ECU,2017,16.696944,Americas,South America,2462.7,147.49405639738626,2543.8610210316924,-2.416640506372969,2.3612633835846717,5.817309963622621,41000.0,0.500552133
4668,Italy,ITA,2017,60.536709,Europe,Western Europe,26447.89291542744,436.89016717819004,27769.83554741594,2.8734110451990924,1.3573705591777185,2.783587015437737,347000.0,1.329328797
4669,Nigeria,NGA,2017,193.495907,Africa,Sub-Saharan Africa,1621.218176403174,8.378565735776386,2298.570980128364,-4.3577350680733655,0.4306712188639169,3.5917506407385598,215000.0,0.335663431
4670,Japan,JPN,2017,126.972,Asia,East Asia,45058.46876064932,354.8693315112727,39891.730173467375,-0.6615267503529365,0.9132294923093335,2.4893079524575557,261000.0,0.388247934
4671,Germany,DEU,2017,82.657002,Europe,Western Europe,42281.11268464105,511.5248758313427,45120.98356996113,2.868242503920415,1.1534037206625938,2.610983738316462,180000.0,0.410780449
4673,Botswana,BWA,2017,2.40184,Africa,Sub-Saharan Africa,522.4304555156215,217.51259680729004,566.8646676142383,-6.552777744355587,3.2485791949909104,9.27105988731526,9000.0,0.900865732
4674,Greece,GRC,2017,10.754679,Europe,Western Europe,5088.178883212254,473.1130406785971,5273.683563384065,-0.07985294921086794,2.563489906812359,5.285985709456703,146000.0,3.099973289
4675,Poland,POL,2017,37.974826,Europe,Central Europe,9870.680628272252,259.9269481385445,10944.683922698185,2.2594101023327484,1.901659980814951,4.591265806600873,191000.0,1.036202586
4676,New Zealand,NZL,2017,4.8136,Oceania,Oceania,2145.3456477700042,445.6842379445746,2235.5770932622336,7.116028429160859,1.0520411547632762,2.9530124260123083,9000.0,0.32846092
4677,Brunei,BRN,2017,0.430276,Asia,South East Asia,346.7068044215495,805.7776971561266,376.6507722143608,-12.829594026597302,2.8651285095716896,7.832884427032321,8000.0,3.876663937
4678,Pakistan,PAK,2017,216.379655,Asia,South Asia,11378.168955074414,52.584282727848944,9792.526263047128,9.611407048745836,3.364449103178007,17.58919170886932,936000.0,1.36164789
4679,Russia,RUS,2017,144.496739,Europe,Eastern Europe,66913.03353678314,463.07642649833883,75353.7843182085,-18.967869269259285,4.248996051739481,12.199181409435017,1454000.0,1.948784757
4681,France,FRA,2017,66.91802,Europe,Western Europe,49195.66225031977,735.1631481373743,51033.02602079548,1.3156971057956657,1.908642012344368,3.3779237559683213,307000.0,1.004991238
4682,Belgium,BEL,2017,11.375158,Europe,Western Europe,4432.808395991387,389.6920285407365,4842.473050573205,0.06342909661234408,0.8835634460030455,1.6981702445575897,32000.0,0.629137315
4683,Liberia,LBR,2017,4.796631,Africa,Sub-Saharan Africa,13.3355,2.780180505859217,25.014417524953178,-26.642025114949362,0.9400092701357549,1.1446781115879827,2000.0,0.094061564
4684,Zambia,ZMB,2017,17.298054,Africa,Sub-Saharan Africa,339.66453136804074,19.635996706221448,348.3103672466936,-2.6493713549713083,1.3000040505590305,5.210966210283262,16000.0,0.285995583
4685,Indonesia,IDN,2017,264.498852,Asia,South East Asia,8797.528449542044,33.26112148699248,9083.978799936043,15.282601193012347,0.8651913762219923,5.223835611316276,676000.0,0.520961185
4686,Kazakhstan,KAZ,2017,18.037776,Asia,Central Asia,1390.6190952539735,77.09482007393669,1449.959442122426,-3.979717122177373,0.8318949680077884,3.4535764508647397,71000.0,0.779041544
4687,Mexico,MEX,2017,122.839258,Americas,Central America and the Caribbean,5062.0766458212875,41.20894841143771,6102.399308096926,-9.3944470957812,0.4248491593105163,1.6981616310314553,336000.0,0.618868733
4688,Saudi Arabia,SAU,2017,34.193122,Asia,Middle East,70400.0,2058.8935985430053,77154.42320335389,11.499850621139739,9.846226923977916,30.705065056356585,252000.0,1.809494547
4689,Senegal,SEN,2017,15.157793,Africa,Sub-Saharan Africa,305.4412616233524,20.15077403572884,337.89994497775734,-2.0774004282609004,1.4710625174297478,6.5488105453416825,19000.0,0.476288957
4690,Algeria,DZA,2017,41.136546,Africa,North Africa,10073.364021301344,244.87627185085844,10035.46938043172,-5.295062810400653,5.924383326885345,14.640902205633024,317000.0,2.626524316
4691,Georgia,GEO,2017,3.728004,Europe,Eastern Europe,321.13664460766495,86.14171138433997,381.76613266812535,1.50454301906362,1.9697429690312647,7.138157894736843,26000.0,1.318741292
